"doc_id","nppes_provider_city","nppes_provider_state","number_of_hcpcs","total_services","total_medicare_allowed_amt","number_of_drug_hcpcs","total_drug_services","total_drug_medicare_allowed_amt","number_of_med_hcpcs","total_med_services","total_med_medicare_allowed_amt","beneficiary_average_risk_score","top_hcpcs_code_1","top_hcpcs_code_2","top_hcpcs_code_3","top_hcpcs_code_diff_submitted_received_amt_1","top_hcpcs_code_diff_submitted_received_amt_2","top_hcpcs_code_diff_submitted_received_amt_3"
"JR8816305","PHILADELPHIA","PA",70,11850,373694.89,18,7117,131086.98,52,4733,242607.91,1.0621,"64495","99232","99213",0.5433163,0.4931344,0.4834985
"JK5705216","ROCHESTER","MN",9,32,3229.9,0,0,0,9,32,3229.9,2.177,"99232",NA,NA,0.3529299,NA,NA
"HI3094613","EAST STROUDSBURG","PA",19,1458,184016.56,0,0,0,19,1458,184016.56,1.8343,"95812","99220","99215",0.6669111,0.507165,0.4874806
"RE0235626","SIOUX FALLS","SD",7,55,3850.88,0,0,0,7,55,3850.88,1.1256,"99231",NA,NA,0.3643373,NA,NA
"PC0729134","JAMAICA","NY",10,307,33423.87,0,0,0,10,307,33423.87,1.9101,"99232","99222",NA,0.3131373,0.3121332,NA
"DM6410025","ATLANTA","GA",19,626,73991.39,0,0,0,19,626,73991.39,1.3825,"95886","95909","95910",0.2891455,0.2817435,0.2808307
"LT0281967","KEY WEST","FL",10,1051,146120.41,0,0,0,10,1051,146120.41,1.236,"99213","95912","99205",0.4089541,0.3843951,0.3819563
"PM1057393","FARMINGTON HILLS","MI",5,32,4856.36,0,0,0,5,32,4856.36,0.7984,"99213",NA,NA,0.5122632,NA,NA
"UE7718838","ABERDEEN","SD",14,1175,90554.79,0,0,0,14,1175,90554.79,1.4523,"99232","99223","99205",0.7839864,0.773051,0.7535111
"CB3755860","BOSTON","MA",6,83,9315.15,0,0,0,6,83,9315.15,1.3851,"99214",NA,NA,0.2091714,NA,NA
"VW0456853","HOUSTON","TX",29,2877,168394.11,NA,NA,NA,NA,NA,NA,1.3309,"95957","95819","99213",0.5606839,0.5264085,0.5163271
"SD5154684","PORT JEFFERSON","NY",43,31027,462986.84,3,27539,137959.96,40,3488,325026.88,1.3809,"J0588","J0585","92546",0.7334527,0.6426137,0.6325459
"ES8027148","LEBANON","TN",21,1275,143672.84,0,0,0,21,1275,143672.84,1.6257,"99232","99233","99204",0.3208433,0.3105567,0.2942614
"RB0987030","JACKSON","MS",21,319,25102.75,0,0,0,21,319,25102.75,1.6847,"99215","99214","99213",0.3734308,0.3037411,0.3007889
"DU7169970","TRAVERSE CITY","MI",18,457,62246.29,0,0,0,18,457,62246.29,1.3114,"99232","99205","99223",0.6112211,0.5798882,0.5754162
"OP3990199","HENDERSON","NV",44,6453,901000.64,0,0,0,44,6453,901000.64,1.2702,"93886","95812","95819",0.1905591,0.1811049,0.1714778
"BX5222031","ALLENTOWN","PA",25,879,79467.69,0,0,0,25,879,79467.69,2.0648,"95822","99223","99222",0.4040909,0.4026923,0.402566
"BD0143982","SUFFOLK","VA",26,4901,299225.52,NA,NA,NA,NA,NA,NA,1.2839,"95911","95909","95912",0.4775652,0.4760945,0.4660685
"TI4088444","WASHINGTON","DC",17,1041,253089.9,0,0,0,17,1041,253089.9,1.4298,"95812","95819","95911",0.7316012,0.6493316,0.4530346
"QU4371027","SALEM","OR",16,651,89252.77,0,0,0,16,651,89252.77,1.7004,"99213","95819","99214",0.3422745,0.3307102,0.3183642
"KW0535097","SAN FRANCISCO","CA",20,418,51844.92,0,0,0,20,418,51844.92,1.361,"64616","95874","64611",0.2697047,0.2002614,0.1644888
"EK7120802","DETROIT","MI",30,8397,377787.05,6,6190,5983.4,24,2207,371803.65,1.2849,"99204","G0434","95910",0.5548387,0.4761974,0.3978443
"ZG9151578","ROCHDALE","NY",16,612,64514.02,0,0,0,16,612,64514.02,2.1704,"99221","99223","99213",0.2122086,0.2055228,0.2032535
"QM2773742","BENSALEM","PA",5,586,37417.01,0,0,0,5,586,37417.01,1.1443,"99222","99232","99231",0.559798,0.47648,0.4305103
"IF6754883","WEST BLOOMFIELD","MI",13,575,88769.79,0,0,0,13,575,88769.79,1.2966,"99205","99215","99214",0.6117964,0.58791,0.4588885
"CY6248028","PROVIDENCE","RI",12,475,31179.11,0,0,0,12,475,31179.11,1.829,"95951","95816","95819",0.4360229,0.3565181,0.3224689
"RD6271518","ROCHESTER","MN",22,661,63620.56,0,0,0,22,661,63620.56,1.0837,"99213","99214","99204",0.585271,0.4168681,0.3368397
"NC3786190","LAS VEGAS","NV",44,5308,454252.37,NA,NA,NA,NA,NA,NA,1.8854,"99213","99214","95930",0.4286598,0.403626,0.3677333
"UW6107965","MADISON","WI",24,290,30382.94,0,0,0,24,290,30382.94,1.6506,"99223","99221","99233",0.3010693,0.2533882,0.2529299
"HD8148078","CHARLOTTESVILLE","VA",15,414,47568.18,0,0,0,15,414,47568.18,1.4729,"95953","99215","95951",0.3405719,0.2606763,0.2561209
"XP2656450","MYRTLE BEACH","SC",82,13648,337114.46,4,10628,39138.39,78,3020,297976.07,1.2965,"A9585","95938","99221",0.4568358,0.4146433,0.4059574
"PA3721668","BOSTON","MA",22,407,37320.51,0,0,0,22,407,37320.51,1.7723,"99233","99222","99232",0.3121245,0.303964,0.3022932
"TY8337156","EAU CLAIRE","WI",17,933,64489.56,NA,NA,NA,NA,NA,NA,1.3559,"99213","99212","99204",0.35098,0.3103236,0.3074029
"QY6374238","COLUMBUS","OH",25,1843,82648.39,NA,NA,NA,NA,NA,NA,1.671,"99223","99222","99232",0.4390808,0.4371837,0.4359375
"VX1201613","MINNEAPOLIS","MN",18,145,15807.37,NA,NA,NA,NA,NA,NA,1.4379,"99215","99214","99213",0.2566251,0.2500043,0.1854893
"OS4800826","METAIRIE","LA",28,1146,107329.23,0,0,0,28,1146,107329.23,1.8801,"99233","99223","99239",0.2643022,0.2637094,0.263465
"FU5642019","CASA GRANDE","AZ",31,3646,428835.98,0,0,0,31,3646,428835.98,1.5045,"99213","92585","92546",0.6233388,0.6112158,0.5973169
"GQ5615251","PLANTATION","FL",17,679,85036.39,0,0,0,17,679,85036.39,1.5326,"95910","99233","95909",0.7647179,0.7595771,0.7565333
"FG7040279","LODI","CA",18,2070,246761.72,3,161,594.09,15,1909,246167.63,1.2843,"95819","99215","99205",0.6171597,0.5282131,0.491943
"AL2029495","WASHINGTON","DC",4,203,26729.47,0,0,0,4,203,26729.47,0.9096,"99215","99214",NA,0.4523591,0.3966417,NA
"SI1948489","AKRON","OH",7,79,8100.69,0,0,0,7,79,8100.69,0.8453,"99213",NA,NA,0.4575851,NA,NA
"NQ4336340","REGO PARK","NY",27,2777,123890.7,NA,NA,NA,NA,NA,NA,1.9558,"95886","95913","95912",0.3894419,0.3714,0.3705692
"PV8794316","LA JOLLA","CA",3,327,48998.53,0,0,0,3,327,48998.53,1.1801,"99215","99205",NA,0.470238,0.408925,NA
"HV8042552","BOSTON","MA",18,421,51314.34,0,0,0,18,421,51314.34,1.6324,"99222","99231","99232",0.2352046,0.2346058,0.2338214
"QF4396073","BOSTON","MA",6,103,15581.94,0,0,0,6,103,15581.94,1.1097,"99204","99214","99215",0.2465241,0.2254757,0.2135674
"HN6196044","PARKER","CO",50,17678,224039.72,2,16100,88217.18,48,1578,135822.54,1.2385,"G0453","95910","95912",0.6401345,0.58556,0.523125
"ON2279841","HOUSTON","TX",56,13016,361140.25,7,11724,192858.62,49,1292,168281.63,1.2214,"A9585","J0585","95886",0.6663044,0.4972158,0.4874341
"WU2816214","WASHINGTON","DC",19,531,69368.44,NA,NA,NA,NA,NA,NA,1.4812,"99205","99215","99214",0.4674071,0.4374536,0.4280195
"DR6132317","CHARLESTON","SC",22,858,77590.68,5,210,1170.24,17,648,76420.44,1.333,"99215","99205","99204",0.4153626,0.3932634,0.3669385
"PD8178043","CLEMSON","SC",46,11079,233626.15,6,9225,61502.7,40,1854,172123.45,1.2864,"99204","99203","95874",0.5147475,0.5063492,0.4900935
"RE7824038","SALT LAKE CITY","UT",14,28125,414486.7,3,27965,401000.48,11,160,13486.22,1.0171,"J2323","99213","99214",0.6612825,0.456988,0.3684866
"SD2186519","PURCHASE","NY",14,745,113838.14,0,0,0,14,745,113838.14,1.3713,"99214","99215","99205",0.3091559,0.2658791,0.24876
"AM0592907","UPLAND","PA",18,557,57018.97,0,0,0,18,557,57018.97,1.5998,"99213","99204","99214",0.6106132,0.6006349,0.5681223
"GG6109997","SHERMAN","TX",16,1652,34105.33,NA,NA,NA,NA,NA,NA,1.3114,"99215",NA,NA,0.4575227,NA,NA
"GD6610042","PHOENIX","AZ",20,7422,149097.51,3,6374,32061.2,17,1048,117036.31,1.1463,"99205","99215","99204",0.5193925,0.5062072,0.4795706
"JU4539941","AURORA","IL",68,1599,121121.88,NA,NA,NA,NA,NA,NA,1.2938,"99213","99223","99214",0.444164,0.425675,0.4207725
"AY4514926","IRVING","TX",18,350,45649.95,0,0,0,18,350,45649.95,2.4695,"99232","99222","95822",0.4949752,0.4529129,0.3695889
"WQ3831205","ALBUQUERQUE","NM",5,41,4670.12,0,0,0,5,41,4670.12,1.0148,"99215",NA,NA,0.2562759,NA,NA
"AX2764435","ALLENTOWN","PA",21,873,82718.54,0,0,0,21,873,82718.54,1.4452,"99203","99205","99204",0.3987805,0.3901486,0.3743605
"BC0807583","PALOS HEIGHTS","IL",23,1752,219833.25,0,0,0,23,1752,219833.25,2.3513,"99354","99214","99204",0.5420456,0.5209663,0.517752
"MJ2519499","COLUMBIA","SC",18,189,21276.23,0,0,0,18,189,21276.23,2.0121,"99223","99232","99205",0.4738838,0.4052475,0.3949689
"BY9784409","WHEAT RIDGE","CO",10,148,17014.28,0,0,0,10,148,17014.28,0.9487,"95886","95911","95910",0.4306443,0.3790583,0.3778804
"MI9960721","DALLAS","TX",34,8977,90277.41,4,8527,46017.4,30,450,44260.01,1.6549,"J0585","99215","99214",0.3493354,0.3039185,0.2992162
"QR3064129","CANANDAIGUA","NY",23,4904,79778.09,NA,NA,NA,NA,NA,NA,1.3127,"99213","99214","99204",0.573321,0.5624858,0.5442525
"RU4589649","FARGO","ND",41,516,41024.07,0,0,0,41,516,41024.07,1.2288,"99205","99215","99214",0.6813534,0.6541142,0.6330558
"QR7035135","WOONSOCKET","RI",24,2399,103780.66,NA,NA,NA,NA,NA,NA,1.7479,"99214","99213","99232",0.5402368,0.5051028,0.4855833
"JK4332808","PINEHURST","NC",24,758,76817.08,0,0,0,24,758,76817.08,2.0005,"99232","99233","99223",0.3480444,0.3360169,0.328623
"GJ3123375","SAN FRANCISCO","CA",18,207,19630.58,0,0,0,18,207,19630.58,1.4907,"94010","99205","99215",0.1880904,0.1431945,0.140766
"TK3885908","ASTORIA","NY",29,503,74662.56,NA,NA,NA,NA,NA,NA,1.4834,"99204","95816","99214",0.784005,0.7686185,0.7617429
"MZ2119592","MOREHEAD CITY","NC",25,1025,128590.75,0,0,0,25,1025,128590.75,1.3497,"99223","99205","99215",0.324058,0.3025954,0.2521982
"XD8598415","DULUTH","MN",27,367,23287.56,0,0,0,27,367,23287.56,1.5816,"85025","80076","99232",0.4034565,0.3883224,0.3259412
"MJ6223683","MOUNT KISCO","NY",73,18757,588504.85,12,16744,402265.29,61,2013,186239.56,1.1314,"85652","G0008","80048",0.9810298,0.9800676,0.9579376
"KJ5276408","CINCINNATI","OH",23,361,36702.15,0,0,0,23,361,36702.15,1.6844,"64616","99222","99205",0.4625055,0.3235952,0.2880996
"FR9547156","MOUNT KISCO","NY",85,12266,438732.6,14,10502,265825.89,71,1764,172906.71,1.135,"G0008","85025","80053",0.9800676,0.8807615,0.8781048
"QR6504105","BOCA RATON","FL",24,15085,227316.78,4,13900,80468.38,20,1185,146848.4,1.886,"92610","64642","92523",0.768264,0.7453704,0.7392128
"RL1211976","MEADOWBROOK","PA",15,375,38018.19,0,0,0,15,375,38018.19,1.6969,"99214","99233","99205",0.5038755,0.4872159,0.4808666
"VM3445883","BELFAST","ME",7,40,3205.09,0,0,0,7,40,3205.09,1.5406,"99221",NA,NA,0.4078298,NA,NA
"ZT4701888","SYRACUSE","NY",34,541,46853.72,0,0,0,34,541,46853.72,1.7031,"99232","99222","99231",0.36,0.3542939,0.3523529
"JG2021897","RIO PIEDRAS","PR",15,279,7620.19,NA,NA,NA,NA,NA,NA,1.6043,"99213",NA,NA,0.6818477,NA,NA
"MC8476451","CHARLOTTE","NC",19,830,118199.14,NA,NA,NA,NA,NA,NA,1.4828,"95819","99233","95885",0.5774294,0.4835366,0.4130476
"PC5730625","PHILADELPHIA","PA",23,447,40771.04,0,0,0,23,447,40771.04,2.0474,"99232","99202","99213",0.4218699,0.4178961,0.4147734
"LA0146099","HATTIESBURG","MS",9,861,77947.28,0,0,0,9,861,77947.28,1.134,"99221","99203","99213",0.3139834,0.2781078,0.2746747
"ZR4322803","SAN JOSE","CA",21,2744,602688.84,0,0,0,21,2744,602688.84,1.4539,"93892","99215","95822",0.6591186,0.6315996,0.6187878
"JS3185064","ENGLEWOOD","NJ",21,1806,367323.94,0,0,0,21,1806,367323.94,1.6261,"95811","95810","95819",0.7840443,0.7840144,0.783981
"MB3635694","IRVING","TX",29,1369,296444.96,0,0,0,29,1369,296444.96,1.129,"95957","95813","99205",0.6359599,0.6279565,0.5266186
"XZ2453113","BAY SHORE","NY",83,41837,1013281.31,10,39823,768881.47,73,2014,244399.84,1.6799,"99291","99213","64635",0.6612333,0.6451495,0.6325925
"YT1514824","DALLAS","TX",75,41838,757146.65,10,39862,513071.92,65,1976,244074.73,1.3387,"82565","95912","99205",0.8048592,0.7245517,0.7020417
"CQ9589933","STATESVILLE","NC",11,107,13371.17,0,0,0,11,107,13371.17,1.5556,"99354","99223","99215",0.5927086,0.5923365,0.4927664
"CQ2839596","PRINCE GEORGE","VA",27,2296,268289.84,NA,NA,NA,NA,NA,NA,1.723,"95819","95816","99214",0.6913105,0.6876813,0.6308521
"ZI1608872","SAN JOSE","CA",10,119,10850.58,0,0,0,10,119,10850.58,1.2443,"99233","99223","99232",0.3478626,0.2842534,0.2830335
"UO2956038","CHERRY HILL","NJ",14,743,95167.8,0,0,0,14,743,95167.8,1.4311,"95813","95819","99204",0.4000645,0.3939047,0.3818787
"FX3732532","KNOXVILLE","TN",10,575,51360.51,0,0,0,10,575,51360.51,1.4517,"99205","99214",NA,0.3230427,0.2721308,NA
"BY6915508","RICHMOND","VA",31,1082,104755.15,NA,NA,NA,NA,NA,NA,1.5412,"99223","99232","99233",0.3863094,0.3771771,0.3741876
"AJ7899063","WARREN","MI",35,4180,245821.3,NA,NA,NA,NA,NA,NA,2.1869,"99204","95908","99232",0.6241693,0.5837494,0.5655993
"SK3864044","SCOTTSDALE","AZ",27,28161,205082.3,4,27725,143530.78,23,436,61551.52,1.201,"J0585","95874","64616",0.7499375,0.6816905,0.6341073
"BA8341384","PENSACOLA","FL",24,16176,498261.77,1,13100,72018,23,3076,426243.77,1.3392,"99204","99214","99213",0.4093247,0.3957143,0.3891345
"DJ0830054","TARPON SPRINGS","FL",16,1043,128620.33,0,0,0,16,1043,128620.33,1.3696,"99232","99233","95913",0.3941379,0.3917143,0.3775637
"WF3638434","HUNTINGTON","WV",36,1848,139455.39,0,0,0,36,1848,139455.39,1.6601,"95816","99222","99231",0.5705861,0.5428421,0.4850532
"SZ2515395","ROCHESTER","MN",12,195,28581.59,0,0,0,12,195,28581.59,1.2019,"99213","99354","99205",0.6817719,0.6816909,0.6776463
"VK8180400","DUNMORE","PA",31,13194,859938.11,2,5957,32923.52,29,7237,827014.59,1.676,"99232","99233","99223",0.6931196,0.6440066,0.6258989
"VR1212470","MOBILE","AL",38,4516,139440.65,8,2731,18244.95,30,1785,121195.7,1.1711,"G0008","95910","95912",0.7455502,0.4130368,0.4105745
"CL7236111","RENTON","WA",26,1551,71496.33,NA,NA,NA,NA,NA,NA,2.0448,"99231","99222","99232",0.3027182,0.297538,0.2958949
"SN6492370","WASHINGTON","DC",17,4444,775727.28,0,0,0,17,4444,775727.28,2.1168,"99204","93886","99215",0.4538357,0.44434,0.3959814
"EQ8671705","NASHVILLE","TN",20,248,32821.83,0,0,0,20,248,32821.83,1.3664,"99223","99231","95951",0.3360749,0.325157,0.2336767
"XX1177164","HATTIESBURG","MS",54,60205,697982.68,13,57050,469984.21,41,3155,227998.47,1.6747,"G0008","99214","99223",0.6666667,0.5304862,0.5114591
"FH4834781","LIVINGSTON","NJ",31,932,91136.7,0,0,0,31,932,91136.7,1.4522,"96116","99204","96119",0.5358667,0.3735059,0.35485
"QM0995687","CHARLOTTE","NC",23,744,75449.43,NA,NA,NA,NA,NA,NA,1.6229,"99204","99233","99215",0.3884424,0.3723005,0.3609132
"LR3687534","ROCHESTER","NY",13,332,38788.4,0,0,0,13,332,38788.4,1.4829,"99232","99223","99204",0.256186,0.2550876,0.233981
"QH0878544","AUGUSTA","GA",27,827,64837.77,0,0,0,27,827,64837.77,1.4995,"99215","99204","99223",0.4571351,0.3619928,0.3444243
"TS8003874","DOTHAN","AL",23,3350,355140.6,0,0,0,23,3350,355140.6,1.4699,"99233","99223","99215",0.6284919,0.5975197,0.5343489
"JK5366012","ELKRIDGE","MD",19,44546,396774.93,3,43250,217423.18,16,1296,179351.75,1.3655,"J0585","95874","J0588",0.7185672,0.6154,0.5841035
"VV1636008","PROVIDENCE","RI",23,702,62075.79,0,0,0,23,702,62075.79,1.8072,"99214","99223","99222",0.5630571,0.477526,0.4462
"TM8662200","INDIANAPOLIS","IN",32,9718,159403.88,2,8776,51266.28,30,942,108137.6,1.5827,"95970","J0585","95978",0.3654431,0.3640278,0.3634656
"EN5153233","ROCHESTER","NY",14,211,20594.39,0,0,0,14,211,20594.39,1.5725,"64615","99215","99214",0.5370969,0.3748925,0.3487381
"LH9235646","CARMEL","IN",22,627,57360.77,NA,NA,NA,NA,NA,NA,1.3911,"99215","99214","99204",0.5472601,0.4905911,0.4619295
"LK0368887","BALTIMORE","MD",29,790,49626.71,0,0,0,29,790,49626.71,1.6969,"G0453","95822","99238",0.4410968,0.2800609,0.2718275
"LG9038692","CYPRESS","TX",29,4535,490399.87,0,0,0,29,4535,490399.87,1.8839,"95824","99222","96101",0.2673958,0.2568813,0.2554472
"HZ7676457","ARCADIA","CA",16,379,52824.78,0,0,0,16,379,52824.78,2.2486,"99215","99214","95886",0.669799,0.6541694,0.6335085
"OO7833948","LOUISVILLE","KY",5,283,45833.86,0,0,0,5,283,45833.86,1.4336,"99215","95819","99205",0.601875,0.6010141,0.5967459
"UA5318911","DETROIT","MI",34,656,55465.88,0,0,0,34,656,55465.88,2.4059,"99221","99232","99223",0.3092963,0.2661364,0.2595026
"HE4470381","DETROIT","MI",45,602,56368,0,0,0,45,602,56368,2.3582,"99213","99214","99221",0.6790465,0.520859,0.3092963
"OD3646885","BRONX","NY",18,470,50797.47,0,0,0,18,470,50797.47,1.7899,"99310","99223","99232",0.411893,0.2769345,0.2723077
"AE2725734","ORANGE","CA",26,1637,164898.64,0,0,0,26,1637,164898.64,1.5838,"99204","99213","95978",0.2972435,0.2972003,0.2934192
"QA5926602","BILOXI","MS",34,1436,87924.53,NA,NA,NA,NA,NA,NA,1.5361,"95886","95816","99232",0.3428848,0.3241791,0.3230539
"DY5441393","KAILUA","HI",21,5298,158687.44,NA,NA,NA,NA,NA,NA,1.9242,"99233","99223","99204",0.3947808,0.3888177,0.3829104
"MO8497703","KANSAS CITY","KS",16,504,52103.87,0,0,0,16,504,52103.87,1.6593,"99213","99223","99214",0.3108173,0.3036674,0.3030453
"VH4566633","TROY","MI",27,359,31038.55,0,0,0,27,359,31038.55,1.433,"99213","99215","99214",0.7788345,0.777931,0.6782997
"IH5705284","BURLINGTON","MA",22,627,71393.99,0,0,0,22,627,71393.99,1.6225,"99233","99223","99222",0.3132721,0.3127822,0.3104924
"CQ0368958","ENGLEWOOD","NJ",33,2154,285671.96,0,0,0,33,2154,285671.96,1.7686,"99232","99233","95910",0.7840807,0.7840234,0.784016
"LU7407869","PLANO","TX",27,179,28779.95,0,0,0,27,179,28779.95,1.2535,"99232","99291","99231",0.3940456,0.3909542,0.3863155
"TV8664122","WORCESTER","MA",12,203,23649.04,0,0,0,12,203,23649.04,1.6242,"99223","99233","99232",0.299131,0.2973502,0.2952869
"PR3157220","STEVENS POINT","WI",16,622,134961.7,0,0,0,16,622,134961.7,1.8256,"99223","99232","99231",0.3209086,0.3204644,0.3204031
"XK2898439","CLERMONT","FL",26,457,57632.52,0,0,0,26,457,57632.52,1.6324,"99205","99204","99223",0.3990939,0.3742571,0.3118344
"YW2408687","ROCKVILLE CENTRE","NY",10,243,42530.17,0,0,0,10,243,42530.17,2.1926,"99222","99223","99232",0.7839843,0.7839516,0.7839479
"EW3163334","GILBERT","AZ",36,12191,159791.72,4,11334,62499.37,32,857,97292.35,1.8131,"J0585","99223","99222",0.3688027,0.3210963,0.3187382
"VO5804579","KANSAS CITY","MO",15,526,34607.17,NA,NA,NA,NA,NA,NA,1.0652,"99204","99214","99205",0.3991587,0.3988432,0.3939456
"GN2165123","ANN ARBOR","MI",17,441,50167.96,0,0,0,17,441,50167.96,1.7989,"99214","99215","99205",0.6857553,0.6383777,0.5378788
"MO3522651","TAPPAHANNOCK","VA",7,145,8189.29,0,0,0,7,145,8189.29,1.3297,"99213","99203","99212",0.3482424,0.3329205,0.2587357
"QP7353381","SARATOGA SPRINGS","NY",15,234,17581,0,0,0,15,234,17581,1.0476,"99205","90832","99214",0.5191411,0.3983027,0.3955263
"SN4722737","CINCINNATI","OH",13,50,6558.41,0,0,0,13,50,6558.41,1.7204,"99205",NA,NA,0.3212958,NA,NA
"OV2988394","SPOKANE","WA",18,219,22715.32,0,0,0,18,219,22715.32,1.677,"99233","99232","99223",0.3347934,0.3345238,0.3335021
"BL1796506","PITTSBURGH","PA",39,6305,68861.6,3,5785,32792.44,36,520,36069.16,1.6258,"95861","99223","99232",0.51104,0.3127367,0.3116594
"ND2707097","DALLAS","TX",30,361,43934.26,0,0,0,30,361,43934.26,1.6576,"99205","99214","99215",0.3058004,0.3044399,0.3037482
"LU9575578","ROCHESTER","NY",9,160,18772.13,0,0,0,9,160,18772.13,1.6237,"99223","99233","99232",0.2603025,0.2602623,0.256186
"OQ9322668","BOSTON","MA",14,316,33137.74,0,0,0,14,316,33137.74,1.3754,"99213","99204","99215",0.2426095,0.236115,0.2342215
"OO1971866","COLORADO SPRINGS","CO",2,13,2073,0,0,0,2,13,2073,0.767,"99204",NA,NA,0.3634735,NA,NA
"BX3821450","ORLANDO","FL",10,321,50870.05,0,0,0,10,321,50870.05,3.134,"99221","99232","99233",0.5260248,0.5090598,0.5089992
"CG9919893","PORT JEFFERSON","NY",24,1862,248376.03,0,0,0,24,1862,248376.03,1.8089,"99204","99214","99213",0.6955936,0.5556706,0.4508802
"CA3236089","WAUSAU","WI",46,4405,95052.26,3,3627,19909.6,43,778,75142.66,1.5239,"99214","99213","99205",0.3194988,0.3164617,0.3155048
"VP9445021","NEW YORK","NY",8,235,38771.76,0,0,0,8,235,38771.76,1.1362,"99214","99205","99215",0.4721409,0.4352722,0.3068067
"WV3794004","BERWYN","IL",18,969,118302.9,0,0,0,18,969,118302.9,1.7294,"99291","99233","99232",0.5303238,0.5131765,0.4830899
"TD0384529","IOWA CITY","IA",7,60,7621.36,0,0,0,7,60,7621.36,1.0874,"99214","99205","99215",0.3816683,0.3801544,0.3581996
"WN3791854","KINGSTON","NY",17,1142,152487.06,0,0,0,17,1142,152487.06,1.3824,"95957","95816","95953",0.4191916,0.3571279,0.3565139
"WP6263537","CENTERVILLE","OH",58,40147,417770.91,8,38850,270765.03,50,1297,147005.88,1.8445,"J0585","99222","99223",0.6760194,0.5174396,0.494845
"PF9382124","FORT MYERS","FL",50,7044,317185.18,5,5101,32687.3,45,1943,284497.88,1.596,"J0585","95886","99215",0.6479387,0.5438406,0.4801267
"MP9556159","MINNEAPOLIS","MN",53,2751,187444.51,12,2070,28827.85,41,681,158616.66,1.2619,"95951","95953","95813",0.3870464,0.3162007,0.3077223
"VQ0452262","MINNEAPOLIS","MN",21,4702,82127.96,3,4170,25724.79,18,532,56403.17,1.0731,"99204","99212","99214",0.2950048,0.2837807,0.2834996
"JW2331513","BOWLING GREEN","KY",135,16841,699859.16,11,10979,211416.4,124,5862,488442.76,1.4923,"G0436","99221","82746",0.6645,0.657069,0.6553333
"LT3491100","COLUMBUS","OH",25,1514,162146.42,0,0,0,25,1514,162146.42,1.6134,"99232","99223","99221",0.5794845,0.5710271,0.5705895
"OY6904553","SAN JUAN","PR",15,324,32683.58,0,0,0,15,324,32683.58,1.2126,"95819","99214","99213",0.7482606,0.7031483,0.6888906
"DR8853525","EDISON","NJ",16,410,73006.45,0,0,0,16,410,73006.45,1.6442,"99215","99205","99223",0.3829652,0.3407075,0.3399411
"LD1706297","SAN DIEGO","CA",19,352,40722.82,0,0,0,19,352,40722.82,1.0495,"99215","99204","99205",0.33953,0.3356168,0.3224187
"NR0205979","INDIANAPOLIS","IN",19,497,74556.63,0,0,0,19,497,74556.63,1.4877,"95974","95951","99214",0.3758477,0.3312267,0.310658
"ZR8816888","LOS ANGELES","CA",9,101,11155.17,0,0,0,9,101,11155.17,1.6334,"99213","99214","99215",0.2570122,0.2346922,0.1993397
"UQ3813688","SHREVEPORT","LA",16,1053,86304.02,0,0,0,16,1053,86304.02,1.5303,"99233","99232","99222",0.4189788,0.3993895,0.3586916
"EU4348099","CLEVELAND","OH",10,113,10962.99,0,0,0,10,113,10962.99,1.1907,"95816","99214",NA,0.2759843,0.2502767,NA
"OY5219038","ST LOUIS","MO",9,65,4030.96,0,0,0,9,65,4030.96,2.3291,"99212","95816",NA,0.500447,0.3664762,NA
"LL3090146","RICHMOND","VA",9,107,13252.32,0,0,0,9,107,13252.32,2.6082,"95816","95819","95951",0.2006067,0.1874248,0.1782271
"EI2150318","FORT SMITH","AR",72,16502,254254.93,7,14812,74184.27,65,1690,180070.66,1.109,"95816","95886","99215",0.475653,0.4600704,0.4502027
"LZ1897091","LITTLE ROCK","AR",107,11671,238429.45,11,9525,65930.36,96,2146,172499.09,1.3078,"90662","80076","36415",0.5291816,0.5024386,0.5011364
